id,missing_link_id,candidate_link_id,referenced_link_id,name_score,speed_match,feature_id_match,oneway_match,dironsign_match,divided_type_match,coverage_over_link_area,coverage_over_candidate_area,is_match
359,122686702,1218733025,881810,1,1,1,1,1,1,0.374346375465393,4.10635584557895E-05,1
360,122686702,1218726732,881810,1,1,1,1,1,1,0.323939055204391,1.16040510533821E-12,1
361,122686702,1218726731,881810,1,1,1,1,1,1,0.174543008208275,1.92009283637162E-05,1
362,122686702,1218729743,881810,1,1,1,1,1,1,0.089605279266834,0.004987703636289,1
363,122686702,1218733026,881810,1,1,1,1,1,1,0.01865122653544,0.019351344555616,1
364,122686702,1218729741,881810,1,1,1,1,1,1,0.018057549372315,0.001371226157062,1
365,122686702,101027837,881810,0,0,0,1,1,1,0.000815378327388,0.995021820068359,0
366,122686702,101028535,881810,0,0,0,1,1,1,0.00042884258437,0.994792640209198,0
367,122686702,1218726721,881810,1,1,1,1,1,1,9.55242376221577E-06,0.999982833862305,0
368,122686702,1218729744,881810,1,1,1,1,1,1,2.0416491679498E-06,0.999975562095642,0
369,118206654,1227970738,232462,1,0,1,1,1,1,0.490761548280716,0.007760546635836,1
370,118206654,1227970739,232462,1,0,1,1,1,1,0.489346593618393,0.031981609761715,1
371,118206654,118206656,232462,0,1,0,1,1,1,0.006369646638632,0.994745016098022,0
372,118206654,118206669,232462,1,0,1,1,1,1,0.000395255017793,0.999021887779236,0
373,118206654,118206655,232462,1,0,1,1,1,1,4.54200380772818E-05,0.999713599681854,0
374,1020617333,1226693784,593948,1,0,1,1,1,1,0.463447481393814,0.005637438967824,1
375,1020617333,1226694252,593948,1,1,1,1,1,1,0.425052553415298,0.039687279611826,1
376,1020617333,1226694251,593948,1,0,1,1,1,1,0.086847856640816,0.0489851385355,1
377,1020617333,1020617332,593948,1,0,1,1,1,1,9.93321282294346E-06,0.999934196472168,0
378,1020617333,1226694310,593948,1,1,1,1,1,1,7.2407806328556E-06,0.99998939037323,0
379,24511671,1221199443,927541,1,1,1,0,1,1,0.248741284012794,0.781554877758026,1
380,24511671,1221197922,927541,0,1,0,0,1,1,0.159041613340378,0.615423619747162,1
381,24511671,1221197924,927541,1,1,1,0,1,1,0.000152009350131,0.999854385852814,1
382,24511671,1221197931,927541,0,1,0,0,1,1,4.30175605288241E-05,0.999725580215454,1
383,24511671,1225206835,927541,0,0,0,0,0,1,0,1,0
384,24511671,1221197930,927541,0,1,0,0,1,1,0,1,0
385,96615722,1225471533,934679,1,0,1,1,1,1,0.765795111656189,0.003267763881013,1
386,96615722,1225471537,934679,1,0,1,1,1,1,0.113903678953648,0.061282090842724,1
387,96615722,1225471538,934679,1,0,1,1,1,1,0.088137403130531,0.047913618385792,1
388,96615722,1225471536,934679,1,0,1,1,1,1,0.017698073759675,0.004740236327052,1
